UF;MUNICIPIO;TIPO DE VEICULO;QUANTIDADE
AL;BARRA DE SAO MIGUEL;MOTOCICLETA;596
AL;BARRA DE SAO MIGUEL;MOTONETA;40
AL;BARRA DE SAO MIGUEL;ONIBUS;14
AL;BARRA DE SAO MIGUEL;QUADRICICLO;0
AL;BARRA DE SAO MIGUEL;REBOQUE;59
AL;BARRA DE SAO MIGUEL;SEMI-REBOQUE;12
AL;BARRA DE SAO MIGUEL;SIDE-CAR;0
AL;BARRA DE SAO MIGUEL;OUTROS;0
AL;BARRA DE SAO MIGUEL;TRATOR ESTEI;0
AL;BARRA DE SAO MIGUEL;TRATOR RODAS;0
AL;BARRA DE SAO MIGUEL;TRICICLO;2
AL;BARRA DE SAO MIGUEL;UTILITARIO;15
AL;BATALHA;AUTOMOVEL;1244
AL;BATALHA;BONDE;0
AL;BATALHA;CAMINHAO;145
AL;BATALHA;CAMINHAO TRATOR;10
AL;BATALHA;CAMINHONETE;255
AL;BATALHA;CAMIONETA;34
AL;BATALHA;CHASSI PLATAF;0
AL;BATALHA;CICLOMOTOR;0
AL;BATALHA;MICRO-ONIBUS;52
AL;BATALHA;MOTOCICLETA;1873
AL;BATALHA;MOTONETA;264
AL;BATALHA;ONIBUS;21
AL;BATALHA;QUADRICICLO;0
AL;BATALHA;REBOQUE;68
AL;BATALHA;SEMI-REBOQUE;18
AL;BATALHA;SIDE-CAR;0
AL;BATALHA;OUTROS;0
AL;BATALHA;TRATOR ESTEI;0
AL;BATALHA;TRATOR RODAS;0
AL;BATALHA;TRICICLO;1
AL;BATALHA;UTILITARIO;20
AL;BELEM;AUTOMOVEL;350
AL;BELEM;BONDE;0
AL;BELEM;CAMINHAO;10
AL;BELEM;CAMINHAO TRATOR;0
AL;BELEM;CAMINHONETE;77
AL;BELEM;CAMIONETA;20
AL;BELEM;CHASSI PLATAF;0
AL;BELEM;CICLOMOTOR;0
AL;BELEM;MICRO-ONIBUS;22
AL;BELEM;MOTOCICLETA;661
AL;BELEM;MOTONETA;32
AL;BELEM;ONIBUS;8
AL;BELEM;QUADRICICLO;0
AL;BELEM;REBOQUE;29
AL;BELEM;SEMI-REBOQUE;5
AL;BELEM;SIDE-CAR;0
AL;BELEM;OUTROS;0
AL;BELEM;TRATOR ESTEI;0
AL;BELEM;TRATOR RODAS;0
AL;BELEM;TRICICLO;0
AL;BELEM;UTILITARIO;0
AL;BELO MONTE;AUTOMOVEL;204
AL;BELO MONTE;BONDE;0
AL;BELO MONTE;CAMINHAO;36
AL;BELO MONTE;CAMINHAO TRATOR;1
AL;BELO MONTE;CAMINHONETE;60
AL;BELO MONTE;CAMIONETA;5
AL;BELO MONTE;CHASSI PLATAF;0
AL;BELO MONTE;CICLOMOTOR;0
AL;BELO MONTE;MICRO-ONIBUS;22
AL;BELO MONTE;MOTOCICLETA;469
AL;BELO MONTE;MOTONETA;14
AL;BELO MONTE;ONIBUS;7
AL;BELO MONTE;QUADRICICLO;0
AL;BELO MONTE;REBOQUE;2
AL;BELO MONTE;SEMI-REBOQUE;5
AL;BELO MONTE;SIDE-CAR;0
AL;BELO MONTE;OUTROS;0
AL;BELO MONTE;TRATOR ESTEI;0
AL;BELO MONTE;TRATOR RODAS;0
AL;BELO MONTE;TRICICLO;0
AL;BELO MONTE;UTILITARIO;1
AL;BOCA DA MATA;AUTOMOVEL;1989
AL;BOCA DA MATA;BONDE;0
AL;BOCA DA MATA;CAMINHAO;200
AL;BOCA DA MATA;CAMINHAO TRATOR;23
AL;BOCA DA MATA;CAMINHONETE;283
AL;BOCA DA MATA;CAMIONETA;89
AL;BOCA DA MATA;CHASSI PLATAF;0
AL;BOCA DA MATA;CICLOMOTOR;2
AL;BOCA DA MATA;MICRO-ONIBUS;73
AL;BOCA DA MATA;MOTOCICLETA;2267
AL;BOCA DA MATA;MOTONETA;525
AL;BOCA DA MATA;ONIBUS;108
AL;BOCA DA MATA;QUADRICICLO;0
AL;BOCA DA MATA;REBOQUE;170
AL;BOCA DA MATA;SEMI-REBOQUE;70
AL;BOCA DA MATA;SIDE-CAR;0
AL;BOCA DA MATA;OUTROS;0
AL;BOCA DA MATA;TRATOR ESTEI;0
AL;BOCA DA MATA;TRATOR RODAS;0
AL;BOCA DA MATA;TRICICLO;1
AL;BOCA DA MATA;UTILITARIO;10
AL;BRANQUINHA;AUTOMOVEL;444
AL;BRANQUINHA;BONDE;0
AL;BRANQUINHA;CAMINHAO;30
AL;BRANQUINHA;CAMINHAO TRATOR;0
AL;BRANQUINHA;CAMINHONETE;86
AL;BRANQUINHA;CAMIONETA;19
AL;BRANQUINHA;CHASSI PLATAF;0
AL;BRANQUINHA;CICLOMOTOR;8
AL;BRANQUINHA;MICRO-ONIBUS;25
AL;BRANQUINHA;MOTOCICLETA;801
AL;BRANQUINHA;MOTONETA;26
AL;BRANQUINHA;ONIBUS;21
AL;BRANQUINHA;QUADRICICLO;0
AL;BRANQUINHA;REBOQUE;25
AL;BRANQUINHA;SEMI-REBOQUE;5
AL;BRANQUINHA;SIDE-CAR;0
AL;BRANQUINHA;OUTROS;0
AL;BRANQUINHA;TRATOR ESTEI;0
AL;BRANQUINHA;TRATOR RODAS;0
AL;BRANQUINHA;TRICICLO;0
AL;BRANQUINHA;UTILITARIO;1
AL;CACIMBINHAS;AUTOMOVEL;611
AL;CACIMBINHAS;BONDE;0
AL;CACIMBINHAS;CAMINHAO;89
AL;CACIMBINHAS;CAMINHAO TRATOR;1
AL;CACIMBINHAS;CAMINHONETE;131
AL;CACIMBINHAS;CAMIONETA;24
AL;CACIMBINHAS;CHASSI PLATAF;0
AL;CACIMBINHAS;CICLOMOTOR;2
AL;CACIMBINHAS;MICRO-ONIBUS;39
AL;CACIMBINHAS;MOTOCICLETA;1155
AL;CACIMBINHAS;MOTONETA;68
AL;CACIMBINHAS;ONIBUS;14
AL;CACIMBINHAS;QUADRICICLO;0
AL;CACIMBINHAS;REBOQUE;35
AL;CACIMBINHAS;SEMI-REBOQUE;13
AL;CACIMBINHAS;SIDE-CAR;0
AL;CACIMBINHAS;OUTROS;0
AL;CACIMBINHAS;TRATOR ESTEI;0
AL;CACIMBINHAS;TRATOR RODAS;0
AL;CACIMBINHAS;TRICICLO;0
AL;CACIMBINHAS;UTILITARIO;9
AL;CAJUEIRO;AUTOMOVEL;1079
AL;CAJUEIRO;BONDE;0
AL;CAJUEIRO;CAMINHAO;85
AL;CAJUEIRO;CAMINHAO TRATOR;2
AL;CAJUEIRO;CAMINHONETE;130
AL;CAJUEIRO;CAMIONETA;59
AL;CAJUEIRO;CHASSI PLATAF;0
AL;CAJUEIRO;CICLOMOTOR;9
AL;CAJUEIRO;MICRO-ONIBUS;9
AL;CAJUEIRO;MOTOCICLETA;1317
AL;CAJUEIRO;MOTONETA;151
AL;CAJUEIRO;ONIBUS;51
AL;CAJUEIRO;QUADRICICLO;0
AL;CAJUEIRO;REBOQUE;106
AL;CAJUEIRO;SEMI-REBOQUE;19
AL;CAJUEIRO;SIDE-CAR;0
AL;CAJUEIRO;OUTROS;0
AL;CAJUEIRO;TRATOR ESTEI;0
AL;CAJUEIRO;TRATOR RODAS;0
AL;CAJUEIRO;TRICICLO;1
AL;CAJUEIRO;UTILITARIO;6
AL;CAMPESTRE;AUTOMOVEL;303
AL;CAMPESTRE;BONDE;0
AL;CAMPESTRE;CAMINHAO;39
AL;CAMPESTRE;CAMINHAO TRATOR;1
AL;CAMPESTRE;CAMINHONETE;53
AL;CAMPESTRE;CAMIONETA;34
AL;CAMPESTRE;CHASSI PLATAF;0
AL;CAMPESTRE;CICLOMOTOR;0
AL;CAMPESTRE;MICRO-ONIBUS;50
AL;CAMPESTRE;MOTOCICLETA;152
AL;CAMPESTRE;MOTONETA;20
AL;CAMPESTRE;ONIBUS;10
AL;CAMPESTRE;QUADRICICLO;0
AL;CAMPESTRE;REBOQUE;19
AL;CAMPESTRE;SEMI-REBOQUE;2
AL;CAMPESTRE;SIDE-CAR;0
AL;CAMPESTRE;OUTROS;0
AL;CAMPESTRE;TRATOR ESTEI;0
AL;CAMPESTRE;TRATOR RODAS;0
AL;CAMPESTRE;TRICICLO;1
AL;CAMPESTRE;UTILITARIO;2
AL;CAMPO ALEGRE;AUTOMOVEL;2030
AL;CAMPO ALEGRE;BONDE;0
AL;CAMPO ALEGRE;CAMINHAO;139
AL;CAMPO ALEGRE;CAMINHAO TRATOR;49
AL;CAMPO ALEGRE;CAMINHONETE;297
AL;CAMPO ALEGRE;CAMIONETA;82
AL;CAMPO ALEGRE;CHASSI PLATAF;2
AL;CAMPO ALEGRE;CICLOMOTOR;15
AL;CAMPO ALEGRE;MICRO-ONIBUS;114
AL;CAMPO ALEGRE;MOTOCICLETA;1684
AL;CAMPO ALEGRE;MOTONETA;436
AL;CAMPO ALEGRE;ONIBUS;155
AL;CAMPO ALEGRE;QUADRICICLO;0
AL;CAMPO ALEGRE;REBOQUE;146
AL;CAMPO ALEGRE;SEMI-REBOQUE;86
AL;CAMPO ALEGRE;SIDE-CAR;0
AL;CAMPO ALEGRE;OUTROS;2
AL;CAMPO ALEGRE;TRATOR ESTEI;0
AL;CAMPO ALEGRE;TRATOR RODAS;0
AL;CAMPO ALEGRE;TRICICLO;1
AL;CAMPO ALEGRE;UTILITARIO;7
AL;CAMPO GRANDE;AUTOMOVEL;553
AL;CAMPO GRANDE;BONDE;0
AL;CAMPO GRANDE;CAMINHAO;48
AL;CAMPO GRANDE;CAMINHAO TRATOR;0
AL;CAMPO GRANDE;CAMINHONETE;132
AL;CAMPO GRANDE;CAMIONETA;15
AL;CAMPO GRANDE;CHASSI PLATAF;0
AL;CAMPO GRANDE;CICLOMOTOR;0
AL;CAMPO GRANDE;MICRO-ONIBUS;17
AL;CAMPO GRANDE;MOTOCICLETA;1601
AL;CAMPO GRANDE;MOTONETA;99
AL;CAMPO GRANDE;ONIBUS;24
AL;CAMPO GRANDE;QUADRICICLO;0
AL;CAMPO GRANDE;REBOQUE;10
AL;CAMPO GRANDE;SEMI-REBOQUE;4
AL;CAMPO GRANDE;SIDE-CAR;0
AL;CAMPO GRANDE;OUTROS;0
AL;CAMPO GRANDE;TRATOR ESTEI;0
AL;CAMPO GRANDE;TRATOR RODAS;0
AL;CAMPO GRANDE;TRICICLO;0
AL;CAMPO GRANDE;UTILITARIO;5
AL;CANAPI;AUTOMOVEL;707
AL;CANAPI;BONDE;0
AL;CANAPI;CAMINHAO;77
AL;CANAPI;CAMINHAO TRATOR;2
AL;CANAPI;CAMINHONETE;236
AL;CANAPI;CAMIONETA;18
AL;CANAPI;CHASSI PLATAF;0
AL;CANAPI;CICLOMOTOR;3
AL;CANAPI;MICRO-ONIBUS;87
AL;CANAPI;MOTOCICLETA;1444
AL;CANAPI;MOTONETA;85
AL;CANAPI;ONIBUS;27
AL;CANAPI;QUADRICICLO;0
AL;CANAPI;REBOQUE;28
AL;CANAPI;SEMI-REBOQUE;7
AL;CANAPI;SIDE-CAR;0
AL;CANAPI;OUTROS;0
AL;CANAPI;TRATOR ESTEI;0
AL;CANAPI;TRATOR RODAS;0
AL;CANAPI;TRICICLO;1
AL;CANAPI;UTILITARIO;2
AL;CAPELA;AUTOMOVEL;855
AL;CAPELA;BONDE;0
AL;CAPELA;CAMINHAO;69
AL;CAPELA;CAMINHAO TRATOR;3
AL;CAPELA;CAMINHONETE;107
AL;CAPELA;CAMIONETA;58
AL;CAPELA;CHASSI PLATAF;0
AL;CAPELA;CICLOMOTOR;10
AL;CAPELA;MICRO-ONIBUS;6
AL;CAPELA;MOTOCICLETA;829
AL;CAPELA;MOTONETA;57
AL;CAPELA;ONIBUS;66
AL;CAPELA;QUADRICICLO;0
AL;CAPELA;REBOQUE;80
AL;CAPELA;SEMI-REBOQUE;22
AL;CAPELA;SIDE-CAR;0
AL;CAPELA;OUTROS;0
AL;CAPELA;TRATOR ESTEI;0
AL;CAPELA;TRATOR RODAS;0
AL;CAPELA;TRICICLO;0
AL;CAPELA;UTILITARIO;5
AL;CARNEIROS;AUTOMOVEL;341
AL;CARNEIROS;BONDE;0
AL;CARNEIROS;CAMINHAO;34
AL;CARNEIROS;CAMINHAO TRATOR;3
AL;CARNEIROS;CAMINHONETE;90
AL;CARNEIROS;CAMIONETA;12
AL;CARNEIROS;CHASSI PLATAF;0
AL;CARNEIROS;CICLOMOTOR;0
AL;CARNEIROS;MICRO-ONIBUS;18
AL;CARNEIROS;MOTOCICLETA;702
AL;CARNEIROS;MOTONETA;26
AL;CARNEIROS;ONIBUS;10
AL;CARNEIROS;QUADRICICLO;0
AL;CARNEIROS;REBOQUE;21
AL;CARNEIROS;SEMI-REBOQUE;6
AL;CARNEIROS;SIDE-CAR;0
AL;CARNEIROS;OUTROS;0
AL;CARNEIROS;TRATOR ESTEI;0
AL;CARNEIROS;TRATOR RODAS;0
AL;CARNEIROS;TRICICLO;0
AL;CARNEIROS;UTILITARIO;4
AL;CHA PRETA;AUTOMOVEL;319
AL;CHA PRETA;BONDE;0
AL;CHA PRETA;CAMINHAO;30
AL;CHA PRETA;CAMINHAO TRATOR;2
AL;CHA PRETA;CAMINHONETE;105
AL;CHA PRETA;CAMIONETA;17
AL;CHA PRETA;CHASSI PLATAF;0
AL;CHA PRETA;CICLOMOTOR;0
AL;CHA PRETA;MICRO-ONIBUS;10
AL;CHA PRETA;MOTOCICLETA;777
AL;CHA PRETA;MOTONETA;17
AL;CHA PRETA;ONIBUS;6
AL;CHA PRETA;QUADRICICLO;0
AL;CHA PRETA;REBOQUE;16
AL;CHA PRETA;SEMI-REBOQUE;4
AL;CHA PRETA;SIDE-CAR;0
AL;CHA PRETA;OUTROS;0
AL;CHA PRETA;TRATOR ESTEI;0
AL;CHA PRETA;TRATOR RODAS;0
AL;CHA PRETA;TRICICLO;0
AL;CHA PRETA;UTILITARIO;3
AL;COITE DO NOIA;AUTOMOVEL;680
AL;COITE DO NOIA;BONDE;0
AL;COITE DO NOIA;CAMINHAO;86
AL;COITE DO NOIA;CAMINHAO TRATOR;1
AL;COITE DO NOIA;CAMINHONETE;146
AL;COITE DO NOIA;CAMIONETA;25
AL;COITE DO NOIA;CHASSI PLATAF;0
AL;COITE DO NOIA;CICLOMOTOR;1
AL;COITE DO NOIA;MICRO-ONIBUS;11
AL;COITE DO NOIA;MOTOCICLETA;1707
AL;COITE DO NOIA;MOTONETA;158
AL;COITE DO NOIA;ONIBUS;25
AL;COITE DO NOIA;QUADRICICLO;0
AL;COITE DO NOIA;REBOQUE;21
AL;COITE DO NOIA;SEMI-REBOQUE;5
AL;COITE DO NOIA;SIDE-CAR;0
AL;COITE DO NOIA;OUTROS;0
AL;COITE DO NOIA;TRATOR ESTEI;0
AL;COITE DO NOIA;TRATOR RODAS;0
AL;COITE DO NOIA;TRICICLO;4
AL;COITE DO NOIA;UTILITARIO;0
AL;COLONIA LEOPOLDINA;AUTOMOVEL;765
AL;COLONIA LEOPOLDINA;BONDE;0
AL;COLONIA LEOPOLDINA;CAMINHAO;104
AL;COLONIA LEOPOLDINA;CAMINHAO TRATOR;3
AL;COLONIA LEOPOLDINA;CAMINHONETE;146
AL;COLONIA LEOPOLDINA;CAMIONETA;66
AL;COLONIA LEOPOLDINA;CHASSI PLATAF;0
AL;COLONIA LEOPOLDINA;CICLOMOTOR;0
AL;COLONIA LEOPOLDINA;MICRO-ONIBUS;32
AL;COLONIA LEOPOLDINA;MOTOCICLETA;586
AL;COLONIA LEOPOLDINA;MOTONETA;41
AL;COLONIA LEOPOLDINA;ONIBUS;35
AL;COLONIA LEOPOLDINA;QUADRICICLO;0
AL;COLONIA LEOPOLDINA;REBOQUE;27
AL;COLONIA LEOPOLDINA;SEMI-REBOQUE;3
AL;COLONIA LEOPOLDINA;SIDE-CAR;0
AL;COLONIA LEOPOLDINA;OUTROS;0
AL;COLONIA LEOPOLDINA;TRATOR ESTEI;0
AL;COLONIA LEOPOLDINA;TRATOR RODAS;0
AL;COLONIA LEOPOLDINA;TRICICLO;0
AL;COLONIA LEOPOLDINA;UTILITARIO;3
AL;COQUEIRO SECO;AUTOMOVEL;499
AL;COQUEIRO SECO;BONDE;0
AL;COQUEIRO SECO;CAMINHAO;11
AL;COQUEIRO SECO;CAMINHAO TRATOR;0
AL;COQUEIRO SECO;CAMINHONETE;50
AL;COQUEIRO SECO;CAMIONETA;16
AL;COQUEIRO SECO;CHASSI PLATAF;0
AL;COQUEIRO SECO;CICLOMOTOR;39
AL;COQUEIRO SECO;MICRO-ONIBUS;4
AL;COQUEIRO SECO;MOTOCICLETA;470
AL;COQUEIRO SECO;MOTONETA;5
AL;COQUEIRO SECO;ONIBUS;9
AL;COQUEIRO SECO;QUADRICICLO;0
AL;COQUEIRO SECO;REBOQUE;21
AL;COQUEIRO SECO;SEMI-REBOQUE;5
AL;COQUEIRO SECO;SIDE-CAR;0
AL;COQUEIRO SECO;OUTROS;0
AL;COQUEIRO SECO;TRATOR ESTEI;0
AL;COQUEIRO SECO;TRATOR RODAS;0
AL;COQUEIRO SECO;TRICICLO;0
AL;COQUEIRO SECO;UTILITARIO;1
AL;CORURIPE;AUTOMOVEL;4263
AL;CORURIPE;BONDE;0
AL;CORURIPE;CAMINHAO;376
AL;CORURIPE;CAMINHAO TRATOR;47
AL;CORURIPE;CAMINHONETE;1017
AL;CORURIPE;CAMIONETA;178
AL;CORURIPE;CHASSI PLATAF;0
AL;CORURIPE;CICLOMOTOR;106
AL;CORURIPE;MICRO-ONIBUS;81
AL;CORURIPE;MOTOCICLETA;5428
AL;CORURIPE;MOTONETA;1385
AL;CORURIPE;ONIBUS;234
AL;CORURIPE;QUADRICICLO;0
AL;CORURIPE;REBOQUE;501
AL;CORURIPE;SEMI-REBOQUE;184
AL;CORURIPE;SIDE-CAR;0
AL;CORURIPE;OUTROS;0
AL;CORURIPE;TRATOR ESTEI;0
AL;CORURIPE;TRATOR RODAS;0
AL;CORURIPE;TRICICLO;1
AL;CORURIPE;UTILITARIO;48
AL;CRAIBAS;AUTOMOVEL;1822
AL;CRAIBAS;BONDE;0
AL;CRAIBAS;CAMINHAO;242
AL;CRAIBAS;CAMINHAO TRATOR;14
AL;CRAIBAS;CAMINHONETE;448
AL;CRAIBAS;CAMIONETA;65
AL;CRAIBAS;CHASSI PLATAF;0
AL;CRAIBAS;CICLOMOTOR;22
AL;CRAIBAS;MICRO-ONIBUS;38
AL;CRAIBAS;MOTOCICLETA;2921
AL;CRAIBAS;MOTONETA;512
AL;CRAIBAS;ONIBUS;38
AL;CRAIBAS;QUADRICICLO;0
AL;CRAIBAS;REBOQUE;59
AL;CRAIBAS;SEMI-REBOQUE;28
AL;CRAIBAS;SIDE-CAR;0
AL;CRAIBAS;OUTROS;0
AL;CRAIBAS;TRATOR ESTEI;0
AL;CRAIBAS;TRATOR RODAS;1
AL;CRAIBAS;TRICICLO;0
AL;CRAIBAS;UTILITARIO;11
AL;DELMIRO GOUVEIA;AUTOMOVEL;7688
AL;DELMIRO GOUVEIA;BONDE;0
AL;DELMIRO GOUVEIA;CAMINHAO;793
AL;DELMIRO GOUVEIA;CAMINHAO TRATOR;41
AL;DELMIRO GOUVEIA;CAMINHONETE;1746
AL;DELMIRO GOUVEIA;CAMIONETA;307
AL;DELMIRO GOUVEIA;CHASSI PLATAF;1
AL;DELMIRO GOUVEIA;CICLOMOTOR;336
AL;DELMIRO GOUVEIA;MICRO-ONIBUS;476
AL;DELMIRO GOUVEIA;MOTOCICLETA;8125
AL;DELMIRO GOUVEIA;MOTONETA;1307
AL;DELMIRO GOUVEIA;ONIBUS;121
AL;DELMIRO GOUVEIA;QUADRICICLO;0
AL;DELMIRO GOUVEIA;REBOQUE;215
AL;DELMIRO GOUVEIA;SEMI-REBOQUE;96
AL;DELMIRO GOUVEIA;SIDE-CAR;0
AL;DELMIRO GOUVEIA;OUTROS;0
AL;DELMIRO GOUVEIA;TRATOR ESTEI;0
AL;DELMIRO GOUVEIA;TRATOR RODAS;0
AL;DELMIRO GOUVEIA;TRICICLO;10
AL;DELMIRO GOUVEIA;UTILITARIO;61
AL;DOIS RIACHOS;AUTOMOVEL;650
AL;DOIS RIACHOS;BONDE;0
AL;DOIS RIACHOS;CAMINHAO;82
AL;DOIS RIACHOS;CAMINHAO TRATOR;4
AL;DOIS RIACHOS;CAMINHONETE;169
AL;DOIS RIACHOS;CAMIONETA;45
AL;DOIS RIACHOS;CHASSI PLATAF;0
AL;DOIS RIACHOS;CICLOMOTOR;0
AL;DOIS RIACHOS;MICRO-ONIBUS;21
AL;DOIS RIACHOS;MOTOCICLETA;1651
AL;DOIS RIACHOS;MOTONETA;88
AL;DOIS RIACHOS;ONIBUS;13
AL;DOIS RIACHOS;QUADRICICLO;0
AL;DOIS RIACHOS;REBOQUE;46
AL;DOIS RIACHOS;SEMI-REBOQUE;19
AL;DOIS RIACHOS;SIDE-CAR;1
AL;DOIS RIACHOS;OUTROS;0
AL;DOIS RIACHOS;TRATOR ESTEI;0
AL;DOIS RIACHOS;TRATOR RODAS;0
AL;DOIS RIACHOS;TRICICLO;0
AL;DOIS RIACHOS;UTILITARIO;5
AL;ESTRELA DE ALAGOAS;AUTOMOVEL;1028
AL;ESTRELA DE ALAGOAS;BONDE;0
AL;ESTRELA DE ALAGOAS;CAMINHAO;61
AL;ESTRELA DE ALAGOAS;CAMINHAO TRATOR;1
AL;ESTRELA DE ALAGOAS;CAMINHONETE;252
AL;ESTRELA DE ALAGOAS;CAMIONETA;26
AL;ESTRELA DE ALAGOAS;CHASSI PLATAF;0
AL;ESTRELA DE ALAGOAS;CICLOMOTOR;1
AL;ESTRELA DE ALAGOAS;MICRO-ONIBUS;89
AL;ESTRELA DE ALAGOAS;MOTOCICLETA;1859
AL;ESTRELA DE ALAGOAS;MOTONETA;105
AL;ESTRELA DE ALAGOAS;ONIBUS;26
AL;ESTRELA DE ALAGOAS;QUADRICICLO;0
AL;ESTRELA DE ALAGOAS;REBOQUE;51
AL;ESTRELA DE ALAGOAS;SEMI-REBOQUE;14
AL;ESTRELA DE ALAGOAS;SIDE-CAR;0
AL;ESTRELA DE ALAGOAS;OUTROS;0
AL;ESTRELA DE ALAGOAS;TRATOR ESTEI;0
AL;ESTRELA DE ALAGOAS;TRATOR RODAS;0
AL;ESTRELA DE ALAGOAS;TRICICLO;0
AL;ESTRELA DE ALAGOAS;UTILITARIO;6
AL;FEIRA GRANDE;AUTOMOVEL;1054
AL;FEIRA GRANDE;BONDE;0
AL;FEIRA GRANDE;CAMINHAO;116
AL;FEIRA GRANDE;CAMINHAO TRATOR;6
AL;FEIRA GRANDE;CAMINHONETE;408
AL;FEIRA GRANDE;CAMIONETA;30
AL;FEIRA GRANDE;CHASSI PLATAF;0
AL;FEIRA GRANDE;CICLOMOTOR;6
AL;FEIRA GRANDE;MICRO-ONIBUS;8
AL;FEIRA GRANDE;MOTOCICLETA;2741
AL;FEIRA GRANDE;MOTONETA;554
AL;FEIRA GRANDE;ONIBUS;49
AL;FEIRA GRANDE;QUADRICICLO;0
AL;FEIRA GRANDE;REBOQUE;22
AL;FEIRA GRANDE;SEMI-REBOQUE;12
AL;FEIRA GRANDE;SIDE-CAR;1
AL;FEIRA GRANDE;OUTROS;0
AL;FEIRA GRANDE;TRATOR ESTEI;0
AL;FEIRA GRANDE;TRATOR RODAS;0
AL;FEIRA GRANDE;TRICICLO;0
AL;FEIRA GRANDE;UTILITARIO;5
AL;FELIZ DESERTO;AUTOMOVEL;229
AL;FELIZ DESERTO;BONDE;0
AL;FELIZ DESERTO;CAMINHAO;12
AL;FELIZ DESERTO;CAMINHAO TRATOR;0
AL;FELIZ DESERTO;CAMINHONETE;45
AL;FELIZ DESERTO;CAMIONETA;6
AL;FELIZ DESERTO;CHASSI PLATAF;0
AL;FELIZ DESERTO;CICLOMOTOR;2
AL;FELIZ DESERTO;MICRO-ONIBUS;6
AL;FELIZ DESERTO;MOTOCICLETA;267
AL;FELIZ DESERTO;MOTONETA;36
AL;FELIZ DESERTO;ONIBUS;9
AL;FELIZ DESERTO;QUADRICICLO;0
AL;FELIZ DESERTO;REBOQUE;15
AL;FELIZ DESERTO;SEMI-REBOQUE;7
AL;FELIZ DESERTO;SIDE-CAR;0
AL;FELIZ DESERTO;OUTROS;0
AL;FELIZ DESERTO;TRATOR ESTEI;0
AL;FELIZ DESERTO;TRATOR RODAS;0
AL;FELIZ DESERTO;TRICICLO;0
AL;FELIZ DESERTO;UTILITARIO;0
AL;FLEXEIRAS;AUTOMOVEL;682
AL;FLEXEIRAS;BONDE;0
AL;FLEXEIRAS;CAMINHAO;36
AL;FLEXEIRAS;CAMINHAO TRATOR;0
AL;FLEXEIRAS;CAMINHONETE;99
AL;FLEXEIRAS;CAMIONETA;32
AL;FLEXEIRAS;CHASSI PLATAF;0
AL;FLEXEIRAS;CICLOMOTOR;1
AL;FLEXEIRAS;MICRO-ONIBUS;21
AL;FLEXEIRAS;MOTOCICLETA;547
AL;FLEXEIRAS;MOTONETA;21
AL;FLEXEIRAS;ONIBUS;49
AL;FLEXEIRAS;QUADRICICLO;0
AL;FLEXEIRAS;REBOQUE;39
AL;FLEXEIRAS;SEMI-REBOQUE;16
AL;FLEXEIRAS;SIDE-CAR;0
AL;FLEXEIRAS;OUTROS;0
AL;FLEXEIRAS;TRATOR ESTEI;0
AL;FLEXEIRAS;TRATOR RODAS;0
AL;FLEXEIRAS;TRICICLO;1
AL;FLEXEIRAS;UTILITARIO;4
AL;GIRAU DO PONCIANO;AUTOMOVEL;2535
AL;GIRAU DO PONCIANO;BONDE;0
AL;GIRAU DO PONCIANO;CAMINHAO;216
AL;GIRAU DO PONCIANO;CAMINHAO TRATOR;5
AL;GIRAU DO PONCIANO;CAMINHONETE;537
AL;GIRAU DO PONCIANO;CAMIONETA;93
AL;GIRAU DO PONCIANO;CHASSI PLATAF;0
AL;GIRAU DO PONCIANO;CICLOMOTOR;4
AL;GIRAU DO PONCIANO;MICRO-ONIBUS;72
AL;GIRAU DO PONCIANO;MOTOCICLETA;4671
AL;GIRAU DO PONCIANO;MOTONETA;607
AL;GIRAU DO PONCIANO;ONIBUS;98
AL;GIRAU DO PONCIANO;QUADRICICLO;0
AL;GIRAU DO PONCIANO;REBOQUE;63
AL;GIRAU DO PONCIANO;SEMI-REBOQUE;17
AL;GIRAU DO PONCIANO;SIDE-CAR;0
AL;GIRAU DO PONCIANO;OUTROS;0
AL;GIRAU DO PONCIANO;TRATOR ESTEI;0
AL;GIRAU DO PONCIANO;TRATOR RODAS;0
AL;GIRAU DO PONCIANO;TRICICLO;1
AL;GIRAU DO PONCIANO;UTILITARIO;12
AL;IBATEGUARA;AUTOMOVEL;740
AL;IBATEGUARA;BONDE;0
AL;IBATEGUARA;CAMINHAO;55
AL;IBATEGUARA;CAMINHAO TRATOR;1
AL;IBATEGUARA;CAMINHONETE;182
AL;IBATEGUARA;CAMIONETA;32
AL;IBATEGUARA;CHASSI PLATAF;0
AL;IBATEGUARA;CICLOMOTOR;0
AL;IBATEGUARA;MICRO-ONIBUS;68
AL;IBATEGUARA;MOTOCICLETA;1069
AL;IBATEGUARA;MOTONETA;97
AL;IBATEGUARA;ONIBUS;24
AL;IBATEGUARA;QUADRICICLO;0
AL;IBATEGUARA;REBOQUE;31
AL;IBATEGUARA;SEMI-REBOQUE;5
AL;IBATEGUARA;SIDE-CAR;0
AL;IBATEGUARA;OUTROS;0
AL;IBATEGUARA;TRATOR ESTEI;0
AL;IBATEGUARA;TRATOR RODAS;0
AL;IBATEGUARA;TRICICLO;0
AL;IBATEGUARA;UTILITARIO;10
AL;IGACI;AUTOMOVEL;1697
AL;IGACI;BONDE;0
AL;IGACI;CAMINHAO;139
AL;IGACI;CAMINHAO TRATOR;0
AL;IGACI;CAMINHONETE;399
